,sector_id,sector_nombre,variable_id,actividad_producto_nombre,indicador,unidad_de_medida,fuente,frecuencia_nombre,cobertura_nombre,alcance_tipo,alcance_id,alcance_nombre,indice_tiempo,valor
125,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2018-06-01,710.205
126,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2018-07-01,990.761
127,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2018-08-01,1226.016
128,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2018-09-01,1203.482
129,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2018-10-01,2133.069
130,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2018-11-01,1847.062
131,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2018-12-01,1773.877
132,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-01-01,1745.062
133,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-02-01,2285.273
134,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-03-01,3038.693
135,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-04-01,3002.674
136,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-05-01,3109.534
137,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-06-01,2901.268
